category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorwikimediapage	authorlastnamefirst	authorlastnamestrong	linkedtags	linkedtags2	sourceline	rightsline
Management	Robert D. Austin	Measuring and Managing Performance in Organizations	3	Book	Copyright	1996	0932633366	Cockpits with Instruments Controlled by Gremlins	<p> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. </p> <p> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations. </p>	Robert D. Austin					2006-12-19T16:27:23-08:00		13				robert-d-austin	Robert_D._Austin	Austin, Robert D.	Robert D. <strong>Austin</strong>	management.html	management.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Measuring and Managing Performance in Organizations</cite>, <span class='datepublished'>1996</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633366/portablewisdo-20' class='isbn'>0932633366</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1996</span> by <span class='rightsowner'>Robert D. Austin</span>
Measurement	Robert D. Austin	Measuring and Managing Performance in Organizations	3	Book	Copyright	1996	0932633366	Cockpits with Instruments Controlled by Gremlins	<p> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. </p> <p> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations. </p>	Robert D. Austin					2006-12-19T16:27:23-08:00		13				robert-d-austin	Robert_D._Austin	Austin, Robert D.	Robert D. <strong>Austin</strong>	measurement.html	measurement.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Measuring and Managing Performance in Organizations</cite>, <span class='datepublished'>1996</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633366/portablewisdo-20' class='isbn'>0932633366</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1996</span> by <span class='rightsowner'>Robert D. Austin</span>
Pagan Tuna	Robert D. Austin	Measuring and Managing Performance in Organizations	3	Book	Copyright	1996	0932633366	Cockpits with Instruments Controlled by Gremlins	<p> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. </p> <p> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations. </p>	Robert D. Austin					2006-12-19T16:27:23-08:00		13				robert-d-austin	Robert_D._Austin	Austin, Robert D.	Robert D. <strong>Austin</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Measuring and Managing Performance in Organizations</cite>, <span class='datepublished'>1996</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633366/portablewisdo-20' class='isbn'>0932633366</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1996</span> by <span class='rightsowner'>Robert D. Austin</span>
Practopian	Robert D. Austin	Measuring and Managing Performance in Organizations	3	Book	Copyright	1996	0932633366	Cockpits with Instruments Controlled by Gremlins	<p> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. </p> <p> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations. </p>	Robert D. Austin					2006-12-19T16:27:23-08:00		13				robert-d-austin	Robert_D._Austin	Austin, Robert D.	Robert D. <strong>Austin</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Measuring and Managing Performance in Organizations</cite>, <span class='datepublished'>1996</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633366/portablewisdo-20' class='isbn'>0932633366</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1996</span> by <span class='rightsowner'>Robert D. Austin</span>
autonomy	Robert D. Austin	Measuring and Managing Performance in Organizations	3	Book	Copyright	1996	0932633366	Cockpits with Instruments Controlled by Gremlins	<p> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments. </p> <p> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations. </p>	Robert D. Austin					2006-12-19T16:27:23-08:00		13				robert-d-austin	Robert_D._Austin	Austin, Robert D.	Robert D. <strong>Austin</strong>	autonomy.html	autonomy.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Measuring and Managing Performance in Organizations</cite>, <span class='datepublished'>1996</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0932633366/portablewisdo-20' class='isbn'>0932633366</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1996</span> by <span class='rightsowner'>Robert D. Austin</span>
art	Rob Austin and Lee Devin	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	Artful Making	<p> Artful making differs from what we call <em>industrial making</em>. The principles of industrial making are so embedded in business thinking that they're transparent and we don't notice them. But, as we shall see, industrial methods can distort reality and smother innovation. Artful and industrial making are distinct approaches and each must be applied in the appropriate conditions. </p>						2006-11-30T14:29:32-08:00		14				rob-austin-and-lee-devin	Rob_Austin_and_Lee_Devin	Austin, Rob and Devin, Lee	Rob <strong>Austin</strong> and Lee <strong>Devin</strong>	art.html	art.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
Business	Rob Austin and Lee Devin	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	Artful Making	<p> Artful making differs from what we call <em>industrial making</em>. The principles of industrial making are so embedded in business thinking that they're transparent and we don't notice them. But, as we shall see, industrial methods can distort reality and smother innovation. Artful and industrial making are distinct approaches and each must be applied in the appropriate conditions. </p>						2006-11-30T14:29:32-08:00		14				rob-austin-and-lee-devin	Rob_Austin_and_Lee_Devin	Austin, Rob and Devin, Lee	Rob <strong>Austin</strong> and Lee <strong>Devin</strong>	business.html	business.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
Pagan Tuna	Rob Austin and Lee Devin	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	Artful Making	<p> Artful making differs from what we call <em>industrial making</em>. The principles of industrial making are so embedded in business thinking that they're transparent and we don't notice them. But, as we shall see, industrial methods can distort reality and smother innovation. Artful and industrial making are distinct approaches and each must be applied in the appropriate conditions. </p>						2006-11-30T14:29:32-08:00		14				rob-austin-and-lee-devin	Rob_Austin_and_Lee_Devin	Austin, Rob and Devin, Lee	Rob <strong>Austin</strong> and Lee <strong>Devin</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
Practopian	Rob Austin and Lee Devin	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	Artful Making	<p> Artful making differs from what we call <em>industrial making</em>. The principles of industrial making are so embedded in business thinking that they're transparent and we don't notice them. But, as we shall see, industrial methods can distort reality and smother innovation. Artful and industrial making are distinct approaches and each must be applied in the appropriate conditions. </p>						2006-11-30T14:29:32-08:00		14				rob-austin-and-lee-devin	Rob_Austin_and_Lee_Devin	Austin, Rob and Devin, Lee	Rob <strong>Austin</strong> and Lee <strong>Devin</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
Humanity	John Bacon and Ed Zeiders	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	We Need a Place to Stand	<p> Researching my latest book, Fourth and Long, I met Dr. Ed Zeiders, the pastor of St. Paul's United Methodist Church in State College. He has seen what a college football team can do for a community in ways others might not. </p> <p> &#8216;We are desperately needy,&#8217; he told me. &#8216;We need a place to stand, and a people to stand with, and a cause to stand for. That is not original with me. That came out of World Methodism. And those three propositions hold the key to healthy and value-oriented living. Our culture is devoid of these things.&#8217; </p>						2014-06-13T04:28:19-07:00		294				john-bacon-and-ed-zeiders	John_Bacon_and_Ed_Zeiders	Bacon, John and Zeiders, Ed	John <strong>Bacon</strong> and Ed <strong>Zeiders</strong>	humanity.html	humanity.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
Pagan Tuna	John Bacon and Ed Zeiders	Artful Making: What Managers Need to Know About How Artists Work	3	Book			0130086959	We Need a Place to Stand	<p> Researching my latest book, Fourth and Long, I met Dr. Ed Zeiders, the pastor of St. Paul's United Methodist Church in State College. He has seen what a college football team can do for a community in ways others might not. </p> <p> &#8216;We are desperately needy,&#8217; he told me. &#8216;We need a place to stand, and a people to stand with, and a cause to stand for. That is not original with me. That came out of World Methodism. And those three propositions hold the key to healthy and value-oriented living. Our culture is devoid of these things.&#8217; </p>						2014-06-13T04:28:19-07:00		294				john-bacon-and-ed-zeiders	John_Bacon_and_Ed_Zeiders	Bacon, John and Zeiders, Ed	John <strong>Bacon</strong> and Ed <strong>Zeiders</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Artful Making: What Managers Need to Know About How Artists Work</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130086959/portablewisdo-20' class='isbn'>0130086959</a> 	
